,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
0,1953,0,--,--,--,--,--,--,--,--,--,--,--,0 ]
1,1954,0,0,--,--,--,--,--,--,--,--,--,--,0
2,1955,0,0,--,--,--,--,--,--,--,--,--,--,0
3,1956,0,--,--,--,--,--,--,--,--,--,--,--,0
4,1957,0,0,--,--,--,--,--,--,--,--,--,--,0
5,1958,--,0,0,--,--,--,--,--,--,--,--,--,0
6,1959,0,--,--,--,--,--,--,--,--,--,--,--,0
7,1960,--,--,--,--,--,--,--,--,--,--,--,0,--
8,1961,--,--,--,--,--,--,--,--,--,--,--,--,0
9,1962,--,--,--,--,--,--,--,--,--,--,--,--,--
10,1963,0,0,0,--,--,--,--,--,--,--,--,--,0
11,1964,0,0,--,--,--,--,--,--,--,--,--,--,0
12,1965,0,--,0,--,--,--,--,--,--,--,--,--,0
13,1966,0,--,--,--,--,--,--,--,--,--,--,--,0
14,1967,0,0,--,--,--,--,--,--,--,--,--,0,0
15,1968,0,0,--,--,--,--,--,--,--,--,--,--,0
16,1969,--,--,0,--,--,--,--,--,--,--,--,--,0
17,1970,0,--,--,--,--,--,--,--,--,--,--,--,0
18,1971,0,0,--,--,--,--,--,--,--,--,--,--,0
19,1972,--,0,0,--,--,--,--,--,--,--,--,--,0
20,1973,--,--,--,--,--,--,--,--,--,--,--,--,--
21,1974,--,--,--,--,--,--,--,--,--,--,--,--,--
22,1975,--,0,--,0,--,--,--,--,--,--,--,--,0
23,1976,--,--,0,--,--,--,--,--,--,--,--,--,0
24,1977,--,0,0,--,--,--,--,--,--,--,--,--,0
25,1978,0,0,--,--,--,--,--,--,--,--,--,--,0
26,1979,--,0,0,--,--,--,--,--,--,--,--,--,0
27,1980,--,--,--,--,--,--,--,--,--,--,--,0,--
28,1981,--,0,--,--,--,--,--,--,--,--,--,--,0
29,1982,0,--,--,--,--,--,--,--,--,--,--,--,0
30,1983,--,--,--,--,--,--,--,--,--,--,--,--,--
31,1984,--,--,--,--,--,--,--,--,--,--,--,--,--
32,1985,--,--,--,--,--,--,--,--,--,--,--,0,--
33,1986,0,--,--,--,--,--,--,--,--,--,--,--,0
34,1987,0,0,--,--,--,--,--,--,--,--,--,--,0
35,1988,--,--,--,--,--,--,--,--,--,--,--,--,--
36,1989,--,--,0,--,--,--,--,--,--,--,--,--,0
37,1990,0,--,--,--,--,--,--,--,--,--,--,--,0
38,1991,--,0,--,--,--,--,--,--,--,--,--,--,0
39,1992,--,0,--,--,--,--,--,--,--,--,--,--,0
40,1993,--,--,--,--,--,--,--,--,--,--,--,--,--
41,1994,0,--,--,--,--,--,--,--,--,--,--,--,0
42,1995,--,0,0,--,--,--,--,--,--,--,--,--,0
43,1996,--,0,--,--,--,--,--,--,--,--,--,--,0
44,1997,--,--,--,--,--,--,--,--,--,--,--,--,--
45,1998,--,--,--,--,--,--,--,--,--,--,--,--,--
46,1999,--,0,--,--,--,--,--,--,--,--,--,--,0
47,2000,0,--,--,--,--,--,--,--,--,--,--,--,0
48,2001,--,--,--,--,--,--,--,--,--,--,--,0,--
49,2002,0,--,--,--,--,--,--,--,--,--,--,--,0
50,2003,--,--,--,--,--,--,--,--,--,--,--,--,--
51,2004,0,--,--,--,--,--,--,--,--,--,--,--,0
52,2005,0,--,0,--,--,--,--,--,--,--,--,0,0
53,2006,0,--,--,--,--,--,--,--,--,--,--,--,0
54,2007,--,--,--,--,--,--,--,--,--,--,--,--,--
55,2008,--,--,--,--,--,--,--,--,--,--,--,--,--
56,2009,0,--,--,--,--,--,--,--,--,--,--,--,0
57,2010,0,--,--,--,--,--,--,--,--,--,--,--,0
58,2011,0,--,--,--,--,--,--,--,--,--,--,--,0
59,2012,--,--,--,--,--,--,--,--,--,--,--,--,--
60,2013,0,--,--,--,--,--,--,--,--,--,--,--,0
61,2014,--,--,--,--,--,--,--,--,--,--,--,--,--
62,2015,--,--,--,--,--,--,--,--,--,--,--,--,--
63,2016,0,0,--,--,--,--,--,--,--,--,--,--,0
64,2017,--,0,--,--,--,--,--,--,--,--,--,--,0
65,2018,--,0,--,--,--,--,--,--,--,--,--,--,0
66,2019,--,--,×,　,　,　,　,　,　,　,　,　,×
